session_id,user_id,page_views,session_duration,bounce_rate,device_type,browser,os,traffic_source,landing_page,conversion,timestamp,country
SES-00006607,USER-02435,19,1385,0.548,Mobile,Edge,MacOS,Direct,/home,False,2026-01-07 15:29:18.009262,Canada
SES-00006608,USER-03811,20,2344,0.978,Mobile,Chrome,MacOS,Referral,/products,False,2025-12-28 15:29:18.009267,France
SES-00006609,USER-00787,11,3326,0.932,Mobile,Edge,Linux,Social,/blog,False,2025-12-26 11:29:18.009271,Germany
SES-00006610,USER-04259,12,703,0.258,Mobile,Chrome,Windows,Organic,/products,False,2025-12-28 10:29:18.009275,UK
SES-00006611,USER-03858,16,503,0.587,Mobile,Chrome,MacOS,Organic,/products,False,2025-12-22 01:29:18.009280,USA
SES-00006612,USER-03939,5,1228,0.576,Mobile,Edge,Android,Paid,/contact,False,2026-01-02 20:29:18.009284,France
SES-00006613,USER-03627,42,2689,0.254,Mobile,Edge,Android,Referral,/contact,False,2026-01-05 04:29:18.009289,France
SES-00006614,USER-02922,40,1173,0.608,Mobile,Firefox,Windows,Referral,/home,False,2026-01-12 01:29:18.009293,France
SES-00006615,USER-01704,22,156,0.514,Mobile,Firefox,iOS,Social,/home,False,2025-12-15 07:29:18.009297,UK
SES-00006616,USER-04242,2,1433,0.781,Desktop,Edge,Linux,Organic,/about,False,2026-01-02 05:29:18.009302,Canada
SES-00006617,USER-03784,32,345,0.589,Desktop,Safari,MacOS,Direct,/home,False,2025-12-20 11:29:18.009306,Germany
SES-00006618,USER-04866,11,274,0.206,Desktop,Safari,Android,Direct,/blog,False,2025-12-31 23:29:18.009311,Germany
SES-00006619,USER-00197,4,492,0.837,Mobile,Chrome,iOS,Referral,/blog,False,2025-12-14 23:29:18.009315,UK
SES-00006620,USER-01132,4,851,0.965,Mobile,Edge,MacOS,Paid,/about,True,2026-01-01 23:29:18.009319,France
SES-00006621,USER-02021,8,64,0.113,Tablet,Chrome,Windows,Organic,/contact,False,2025-12-29 11:29:18.009324,India
SES-00006622,USER-00918,32,85,0.526,Desktop,Safari,Android,Referral,/home,False,2025-12-30 06:29:18.009328,France
SES-00006623,USER-00331,25,1935,0.275,Mobile,Chrome,Android,Organic,/contact,True,2026-01-09 07:29:18.009333,Canada
SES-00006624,USER-02024,32,2531,0.784,Tablet,Safari,iOS,Paid,/products,False,2025-12-31 17:29:18.009337,France
SES-00006625,USER-02120,25,1734,0.599,Desktop,Edge,Linux,Paid,/about,True,2025-12-22 13:29:18.009341,UK
SES-00006626,USER-04050,16,515,0.34,Mobile,Safari,iOS,Paid,/blog,True,2026-01-03 07:29:18.009346,France
SES-00006627,USER-03499,37,2429,0.79,Desktop,Safari,iOS,Social,/blog,False,2026-01-08 13:29:18.009350,India
SES-00006628,USER-01862,24,3458,0.779,Desktop,Firefox,MacOS,Organic,/products,False,2025-12-15 12:29:18.009355,Japan
SES-00006629,USER-02648,28,2419,0.5,Mobile,Chrome,iOS,Direct,/contact,False,2026-01-07 22:29:18.009359,USA
SES-00006630,USER-03411,47,1550,0.037,Mobile,Firefox,Linux,Organic,/contact,False,2025-12-27 00:29:18.009365,Canada
SES-00006631,USER-02267,9,2438,0.367,Desktop,Safari,Linux,Social,/contact,True,2025-12-16 04:29:18.009369,India
SES-00006632,USER-03284,14,1579,0.873,Mobile,Safari,iOS,Direct,/contact,False,2025-12-19 12:29:18.009374,India
SES-00006633,USER-00778,11,1492,0.115,Desktop,Edge,MacOS,Social,/blog,False,2025-12-23 14:29:18.009381,India
SES-00006634,USER-02713,45,1817,0.216,Desktop,Edge,Windows,Social,/contact,False,2025-12-24 16:29:18.009389,India
SES-00006635,USER-02760,30,625,0.58,Desktop,Edge,MacOS,Organic,/products,False,2025-12-22 03:29:18.009396,France
SES-00006636,USER-00473,38,2188,0.119,Mobile,Chrome,iOS,Direct,/products,True,2026-01-10 09:29:18.009403,UK
SES-00006637,USER-02207,39,2118,0.429,Desktop,Firefox,Windows,Social,/contact,False,2026-01-04 11:29:18.009412,USA
SES-00006638,USER-02808,36,815,0.271,Mobile,Edge,MacOS,Social,/blog,False,2025-12-15 20:29:18.009423,Canada
SES-00006639,USER-02708,22,1590,0.556,Tablet,Edge,MacOS,Organic,/blog,False,2026-01-11 22:29:18.009430,France
SES-00006640,USER-03441,45,1746,0.842,Desktop,Chrome,Linux,Referral,/blog,False,2025-12-19 01:29:18.009439,UK
SES-00006641,USER-02413,19,1757,0.888,Desktop,Firefox,iOS,Organic,/home,False,2025-12-16 05:29:18.009447,Japan
SES-00006642,USER-01511,35,1095,0.1,Mobile,Firefox,iOS,Paid,/about,True,2025-12-24 11:29:18.009457,Japan
SES-00006643,USER-04187,10,3559,0.159,Desktop,Safari,Windows,Paid,/about,False,2025-12-25 18:29:18.009468,France
SES-00006644,USER-03546,43,46,0.979,Desktop,Safari,Android,Direct,/home,False,2026-01-12 10:29:18.009476,Germany
SES-00006645,USER-01520,35,423,0.089,Mobile,Firefox,Linux,Direct,/contact,False,2025-12-30 20:29:18.009483,Germany
SES-00006646,USER-01304,1,1671,0.764,Desktop,Firefox,Windows,Referral,/home,True,2026-01-05 18:29:18.009490,India
SES-00006647,USER-00133,13,2540,0.244,Tablet,Safari,Android,Paid,/blog,False,2026-01-04 15:29:18.009499,Germany
SES-00006648,USER-04306,17,2252,0.653,Mobile,Chrome,Windows,Referral,/blog,True,2026-01-01 01:29:18.009510,France
SES-00006649,USER-04381,23,2809,0.12,Desktop,Firefox,iOS,Organic,/home,False,2026-01-06 11:29:18.009521,Canada
SES-00006650,USER-02824,34,2645,0.015,Mobile,Firefox,Android,Social,/about,False,2026-01-04 02:29:18.009528,India
SES-00006651,USER-01829,31,610,0.476,Tablet,Chrome,iOS,Social,/home,False,2025-12-22 08:29:18.009534,Germany
SES-00006652,USER-02454,21,1179,0.606,Desktop,Chrome,Linux,Referral,/contact,False,2026-01-06 06:29:18.009539,Japan
SES-00006653,USER-04862,26,1053,0.317,Desktop,Firefox,Windows,Organic,/contact,False,2025-12-28 06:29:18.009543,Japan
SES-00006654,USER-04917,47,2422,0.168,Mobile,Edge,Linux,Paid,/products,False,2025-12-22 07:29:18.009548,India
SES-00006655,USER-03116,22,814,0.97,Desktop,Firefox,Linux,Direct,/home,False,2026-01-08 21:29:18.009552,Japan
SES-00006656,USER-01363,37,784,0.024,Mobile,Safari,iOS,Organic,/home,False,2026-01-12 13:29:18.009562,Germany
SES-00006657,USER-01330,24,967,0.397,Desktop,Firefox,Android,Organic,/contact,False,2026-01-11 22:29:18.009567,Japan
SES-00006658,USER-01618,46,2044,0.892,Mobile,Safari,Windows,Paid,/blog,True,2025-12-29 00:29:18.009571,India
SES-00006659,USER-04768,42,1383,0.094,Desktop,Chrome,Windows,Social,/about,False,2025-12-19 19:29:18.009576,USA
SES-00006660,USER-00007,12,313,0.081,Mobile,Chrome,Linux,Organic,/blog,True,2026-01-04 20:29:18.009580,USA
SES-00006661,USER-02532,16,3205,0.594,Desktop,Firefox,iOS,Social,/products,False,2026-01-01 07:29:18.009585,France
SES-00006662,USER-02891,23,3150,0.117,Desktop,Firefox,Linux,Paid,/contact,False,2025-12-15 19:29:18.009589,Canada
SES-00006663,USER-01292,11,112,0.52,Mobile,Chrome,Android,Paid,/blog,False,2026-01-05 11:29:18.009593,Japan
SES-00006664,USER-02801,18,3063,0.325,Desktop,Safari,Linux,Referral,/blog,False,2025-12-15 06:29:18.009598,Germany
SES-00006665,USER-00420,13,3095,0.428,Mobile,Firefox,MacOS,Direct,/contact,False,2026-01-13 12:29:18.009602,UK
SES-00006666,USER-02920,8,371,0.319,Mobile,Safari,iOS,Social,/contact,True,2025-12-31 12:29:18.009607,USA
SES-00006667,USER-04412,15,2060,0.852,Mobile,Chrome,Android,Organic,/home,False,2025-12-27 12:29:18.009611,USA
SES-00006668,USER-00357,34,2962,0.263,Tablet,Safari,Windows,Organic,/products,False,2025-12-23 13:29:18.009615,Germany
SES-00006669,USER-04848,17,903,0.687,Desktop,Firefox,Windows,Referral,/blog,False,2025-12-15 18:29:18.009620,France
SES-00006670,USER-02021,3,2743,0.154,Desktop,Chrome,Windows,Organic,/contact,False,2025-12-23 22:29:18.009624,Japan
SES-00006671,USER-02717,21,442,0.865,Desktop,Firefox,Android,Organic,/products,False,2025-12-30 02:29:18.009628,Canada
SES-00006672,USER-01062,46,2507,0.903,Mobile,Chrome,Windows,Organic,/products,False,2025-12-26 02:29:18.009633,India
SES-00006673,USER-04820,36,416,0.001,Mobile,Safari,iOS,Direct,/products,False,2025-12-29 17:29:18.009637,UK
SES-00006674,USER-02219,35,2827,0.599,Desktop,Edge,Android,Social,/blog,False,2026-01-09 06:29:18.009642,France
SES-00006675,USER-04986,24,1074,0.696,Mobile,Edge,Android,Organic,/products,False,2026-01-13 16:29:18.009646,USA
SES-00006676,USER-00781,23,1958,0.054,Mobile,Edge,Windows,Referral,/products,True,2025-12-30 02:29:18.009650,Japan
SES-00006677,USER-02636,1,1254,0.779,Desktop,Firefox,Android,Organic,/about,True,2026-01-03 23:29:18.009655,Japan
SES-00006678,USER-03899,5,353,0.442,Tablet,Safari,Linux,Referral,/blog,False,2025-12-30 08:29:18.009659,Canada
SES-00006679,USER-02641,12,3391,0.25,Desktop,Edge,MacOS,Organic,/blog,False,2026-01-09 16:29:18.009667,Canada
SES-00006680,USER-03718,7,2296,0.605,Mobile,Safari,Linux,Social,/contact,False,2026-01-10 20:29:18.009671,USA
SES-00006681,USER-01005,39,1070,0.13,Mobile,Chrome,Android,Social,/products,False,2025-12-28 18:29:18.009676,Japan
SES-00006682,USER-02710,39,3222,0.92,Mobile,Safari,MacOS,Direct,/blog,False,2026-01-10 18:29:18.009680,UK
SES-00006683,USER-02243,22,1989,0.502,Mobile,Chrome,Android,Direct,/about,False,2025-12-24 13:29:18.009684,Canada
SES-00006684,USER-03461,22,766,0.784,Mobile,Chrome,Windows,Social,/about,False,2025-12-29 14:29:18.009689,Germany
SES-00006685,USER-02576,45,248,0.154,Mobile,Safari,Android,Organic,/home,True,2026-01-03 06:29:18.009693,Germany
SES-00006686,USER-04181,30,1249,0.621,Mobile,Firefox,Windows,Paid,/blog,False,2025-12-20 05:29:18.009698,Germany
SES-00006687,USER-04193,5,2418,0.001,Tablet,Edge,iOS,Paid,/blog,False,2026-01-02 14:29:18.009702,Germany
SES-00006688,USER-02859,23,3202,0.81,Mobile,Edge,Linux,Paid,/products,False,2026-01-10 18:29:18.009706,France
SES-00006689,USER-00871,32,2718,0.404,Desktop,Firefox,Windows,Direct,/contact,False,2026-01-08 10:29:18.009711,Canada
SES-00006690,USER-02243,24,2258,0.42,Mobile,Edge,Linux,Referral,/about,False,2026-01-10 05:29:18.009715,Germany
SES-00006691,USER-00689,11,2648,0.828,Mobile,Safari,Windows,Paid,/home,False,2025-12-31 03:29:18.009720,USA
SES-00006692,USER-03059,4,3593,0.313,Mobile,Safari,iOS,Organic,/products,False,2025-12-16 12:29:18.009724,Canada
SES-00006693,USER-00272,42,2580,0.224,Mobile,Edge,Windows,Referral,/contact,False,2026-01-06 04:29:18.009728,UK
SES-00006694,USER-00205,16,2570,0.657,Mobile,Chrome,Windows,Paid,/blog,False,2025-12-26 20:29:18.009733,Japan
SES-00006695,USER-01538,11,3506,0.945,Desktop,Chrome,MacOS,Paid,/blog,False,2025-12-28 09:29:18.009737,USA
SES-00006696,USER-04060,20,1900,0.113,Desktop,Chrome,Linux,Direct,/about,False,2026-01-12 09:29:18.009742,France
SES-00006697,USER-04117,39,1760,0.39,Mobile,Safari,Android,Organic,/contact,False,2026-01-08 22:29:18.009746,Canada
SES-00006698,USER-03636,7,2162,0.925,Desktop,Safari,iOS,Referral,/contact,False,2025-12-28 05:29:18.009750,USA
SES-00006699,USER-04817,46,1441,0.19,Desktop,Edge,Windows,Referral,/contact,False,2025-12-28 10:29:18.009779,India
SES-00006700,USER-00368,27,2671,0.516,Desktop,Edge,iOS,Referral,/about,False,2026-01-11 21:29:18.009784,USA
SES-00006701,USER-04621,13,1160,0.866,Desktop,Firefox,MacOS,Social,/home,False,2025-12-19 23:29:18.009790,Germany
SES-00006702,USER-02540,40,2702,0.424,Mobile,Firefox,MacOS,Organic,/about,False,2025-12-31 12:29:18.009794,Japan
SES-00006703,USER-04695,15,1536,0.169,Mobile,Chrome,Windows,Organic,/about,False,2025-12-16 13:29:18.009799,USA
SES-00006704,USER-02230,20,154,0.161,Desktop,Edge,Android,Social,/home,False,2025-12-17 22:29:18.009803,Germany
SES-00006705,USER-04711,38,3432,0.163,Mobile,Chrome,Android,Paid,/about,False,2026-01-04 18:29:18.009807,Germany
SES-00006706,USER-02991,15,537,0.646,Mobile,Edge,Android,Referral,/about,False,2026-01-04 13:29:18.009812,UK
SES-00006707,USER-01998,35,1503,0.835,Mobile,Edge,Android,Referral,/contact,False,2025-12-15 02:29:18.009816,India
SES-00006708,USER-01496,47,1459,0.871,Mobile,Edge,Linux,Referral,/blog,False,2026-01-09 12:29:18.009821,Canada
SES-00006709,USER-02345,31,3077,0.757,Mobile,Edge,iOS,Referral,/contact,False,2025-12-25 07:29:18.009825,France
SES-00006710,USER-04788,39,638,0.612,Mobile,Chrome,Linux,Referral,/about,False,2026-01-12 15:29:18.009830,Germany
SES-00006711,USER-03323,45,1556,0.029,Tablet,Safari,iOS,Referral,/home,False,2025-12-30 00:29:18.009834,Germany
SES-00006712,USER-00774,32,2904,0.606,Desktop,Safari,MacOS,Organic,/blog,False,2025-12-29 08:29:18.009839,USA
SES-00006713,USER-04418,3,1974,0.253,Mobile,Safari,MacOS,Paid,/contact,False,2026-01-09 20:29:18.009843,France
SES-00006714,USER-03120,37,2457,0.195,Mobile,Safari,Android,Social,/blog,False,2025-12-25 04:29:18.009848,Germany
SES-00006715,USER-00897,25,2885,0.798,Desktop,Safari,MacOS,Paid,/home,False,2026-01-07 07:29:18.009852,USA
SES-00006716,USER-04381,24,335,0.161,Mobile,Edge,iOS,Paid,/products,False,2026-01-10 19:29:18.009857,Germany
SES-00006717,USER-02860,39,2949,0.535,Mobile,Edge,Linux,Paid,/contact,True,2025-12-21 03:29:18.009861,Canada
SES-00006718,USER-04274,4,3152,0.718,Desktop,Firefox,iOS,Paid,/contact,False,2025-12-15 00:29:18.009866,France
SES-00006719,USER-02393,35,26,0.347,Mobile,Firefox,Linux,Direct,/about,False,2025-12-30 03:29:18.009871,UK
SES-00006720,USER-00989,15,159,0.739,Desktop,Edge,Linux,Organic,/blog,False,2026-01-09 16:29:18.009875,Japan
SES-00006721,USER-03637,35,3146,0.114,Tablet,Edge,Android,Paid,/products,True,2025-12-22 06:29:18.009879,India
SES-00006722,USER-01617,7,3309,0.231,Desktop,Safari,MacOS,Referral,/home,False,2025-12-15 14:29:18.009884,Japan
SES-00006723,USER-03603,23,496,0.179,Desktop,Edge,MacOS,Referral,/contact,False,2025-12-30 04:29:18.009888,Japan
SES-00006724,USER-03231,35,2914,0.194,Desktop,Safari,Windows,Paid,/home,False,2025-12-18 17:29:18.009893,Canada
SES-00006725,USER-01098,9,2189,0.244,Desktop,Edge,Linux,Paid,/products,False,2026-01-03 06:29:18.009897,Japan
SES-00006726,USER-01523,3,702,0.899,Desktop,Chrome,Windows,Direct,/home,False,2025-12-28 08:29:18.009902,UK
SES-00006727,USER-00001,45,3456,0.092,Desktop,Firefox,MacOS,Direct,/contact,False,2025-12-18 16:29:18.009906,India
SES-00006728,USER-01873,2,59,0.456,Mobile,Safari,iOS,Social,/about,False,2025-12-28 09:29:18.009910,UK
SES-00006729,USER-01316,40,3099,0.838,Desktop,Firefox,iOS,Social,/contact,False,2025-12-16 00:29:18.009915,UK
SES-00006730,USER-00928,41,943,0.521,Desktop,Safari,Android,Direct,/products,False,2026-01-11 08:29:18.009919,Canada
SES-00006731,USER-00337,31,2668,0.15,Mobile,Chrome,Android,Direct,/blog,False,2025-12-31 07:29:18.009924,UK
SES-00006732,USER-02020,25,1876,0.491,Desktop,Firefox,MacOS,Referral,/contact,False,2026-01-04 20:29:18.009928,India
SES-00006733,USER-03461,37,438,0.483,Mobile,Firefox,Linux,Referral,/about,False,2026-01-02 22:29:18.009933,Germany
SES-00006734,USER-04435,11,2482,0.676,Desktop,Edge,Linux,Organic,/blog,False,2025-12-28 08:29:18.009937,Japan
SES-00006735,USER-03511,27,1148,0.618,Desktop,Safari,iOS,Referral,/home,False,2025-12-24 01:29:18.009941,Canada
SES-00006736,USER-04040,7,1176,0.965,Desktop,Firefox,iOS,Social,/products,False,2025-12-30 01:29:18.009946,UK
SES-00006737,USER-03327,41,2431,0.755,Tablet,Edge,MacOS,Organic,/about,True,2026-01-05 07:29:18.009950,Canada
SES-00006738,USER-02009,5,225,0.147,Tablet,Edge,Linux,Referral,/home,False,2026-01-07 19:29:18.009955,Japan
SES-00006739,USER-02482,15,2389,0.65,Mobile,Edge,iOS,Direct,/contact,False,2026-01-02 08:29:18.009959,USA
SES-00006740,USER-03773,2,2266,0.167,Mobile,Firefox,Windows,Direct,/products,False,2025-12-18 07:29:18.009964,Germany
SES-00006741,USER-01696,28,1728,0.852,Desktop,Edge,Linux,Paid,/products,False,2025-12-25 05:29:18.009968,Canada
SES-00006742,USER-03177,2,3596,0.064,Desktop,Edge,Android,Social,/about,False,2026-01-06 05:29:18.009972,France
SES-00006743,USER-02968,17,139,0.715,Mobile,Firefox,Linux,Direct,/about,False,2026-01-08 00:29:18.009977,Germany
SES-00006744,USER-01763,2,1555,0.236,Desktop,Safari,iOS,Social,/about,False,2025-12-26 06:29:18.009981,UK
SES-00006745,USER-03768,35,1876,0.066,Desktop,Safari,Linux,Social,/blog,False,2025-12-18 07:29:18.009986,India
SES-00006746,USER-03512,45,2017,0.857,Mobile,Edge,Windows,Organic,/products,False,2025-12-16 05:29:18.009990,UK
SES-00006747,USER-01638,12,2142,0.59,Mobile,Safari,MacOS,Social,/home,True,2026-01-13 17:29:18.009995,USA
SES-00006748,USER-04351,14,2900,0.812,Desktop,Firefox,Linux,Referral,/home,False,2026-01-12 21:29:18.009999,India
SES-00006749,USER-02126,4,2499,0.94,Mobile,Firefox,Linux,Social,/home,False,2025-12-21 03:29:18.010004,Germany
SES-00006750,USER-00191,6,1027,0.479,Desktop,Edge,Android,Organic,/about,False,2026-01-06 06:29:18.010008,Canada
SES-00006751,USER-03452,30,1775,0.689,Desktop,Chrome,Windows,Organic,/contact,False,2026-01-07 14:29:18.010013,Germany
SES-00006752,USER-03725,33,2524,0.647,Desktop,Edge,Linux,Social,/about,False,2025-12-26 10:29:18.010017,USA
SES-00006753,USER-03740,17,2400,0.733,Desktop,Chrome,Linux,Paid,/contact,False,2025-12-20 16:29:18.010022,Germany
SES-00006754,USER-01155,6,1271,0.362,Mobile,Edge,iOS,Direct,/products,False,2025-12-25 01:29:18.010026,UK
SES-00006755,USER-01407,17,489,0.305,Desktop,Edge,iOS,Paid,/contact,False,2025-12-17 03:29:18.010030,Canada
SES-00006756,USER-03708,44,358,0.616,Tablet,Chrome,MacOS,Social,/about,False,2025-12-27 01:29:18.010035,Canada
SES-00006757,USER-00176,40,2851,0.956,Mobile,Edge,iOS,Organic,/products,True,2025-12-21 09:29:18.010039,UK
SES-00006758,USER-04934,27,1978,0.33,Mobile,Safari,Linux,Organic,/about,False,2026-01-04 16:29:18.010044,Japan
SES-00006759,USER-01415,12,1318,0.661,Desktop,Firefox,MacOS,Direct,/products,False,2025-12-20 11:29:18.010048,Germany
SES-00006760,USER-03489,36,767,0.692,Desktop,Firefox,Android,Direct,/products,False,2025-12-17 03:29:18.010052,India
SES-00006761,USER-02660,16,1427,0.018,Mobile,Safari,MacOS,Social,/products,True,2025-12-27 06:29:18.010057,India
SES-00006762,USER-02024,16,112,0.21,Mobile,Chrome,Android,Paid,/about,True,2025-12-24 04:29:18.010061,Canada
SES-00006763,USER-02927,49,454,0.566,Desktop,Safari,Linux,Referral,/blog,False,2026-01-12 04:29:18.010066,Canada
SES-00006764,USER-02965,44,2596,0.27,Desktop,Chrome,MacOS,Paid,/blog,False,2025-12-18 06:29:18.010070,Canada
SES-00006765,USER-02726,21,3510,0.295,Desktop,Chrome,MacOS,Referral,/blog,False,2026-01-10 07:29:18.010077,Germany
SES-00006766,USER-00551,26,2029,0.279,Desktop,Safari,Linux,Social,/contact,False,2026-01-05 13:29:18.010081,Germany
SES-00006767,USER-00963,3,3494,0.24,Desktop,Safari,Windows,Paid,/blog,False,2026-01-10 19:29:18.010086,Canada
SES-00006768,USER-01109,31,2498,0.714,Desktop,Edge,Linux,Direct,/contact,True,2026-01-02 17:29:18.010090,Japan
SES-00006769,USER-02302,46,1729,0.201,Mobile,Firefox,Windows,Direct,/home,False,2026-01-09 04:29:18.010095,France
SES-00006770,USER-02330,14,3550,0.959,Mobile,Chrome,Linux,Referral,/home,False,2026-01-10 17:29:18.010099,USA
SES-00006771,USER-00872,47,511,0.856,Desktop,Chrome,Linux,Paid,/about,False,2025-12-22 22:29:18.010104,Germany
SES-00006772,USER-01736,27,1368,0.653,Mobile,Safari,Linux,Referral,/home,False,2025-12-23 06:29:18.010108,USA
SES-00006773,USER-04037,47,1495,0.832,Desktop,Safari,Android,Social,/blog,False,2025-12-27 16:29:18.010113,Canada
SES-00006774,USER-04049,47,3542,0.189,Mobile,Chrome,Linux,Organic,/contact,False,2025-12-25 23:29:18.010117,USA
SES-00006775,USER-02333,40,2348,0.649,Mobile,Firefox,Android,Direct,/products,False,2025-12-22 04:29:18.010121,India
SES-00006776,USER-00662,36,2651,0.726,Desktop,Safari,Android,Organic,/home,False,2025-12-20 16:29:18.010126,India
SES-00006777,USER-04669,31,2381,0.767,Desktop,Edge,Windows,Referral,/contact,False,2025-12-31 19:29:18.010130,UK
SES-00006778,USER-04475,6,567,0.969,Mobile,Firefox,Windows,Social,/blog,False,2026-01-08 10:29:18.010135,Canada
SES-00006779,USER-04266,40,2289,0.88,Desktop,Firefox,Linux,Direct,/blog,False,2026-01-01 16:29:18.010139,Canada
SES-00006780,USER-00026,32,3548,0.034,Tablet,Edge,Android,Referral,/blog,False,2025-12-28 13:29:18.010144,France
SES-00006781,USER-03840,5,1717,0.407,Desktop,Chrome,Windows,Paid,/home,False,2026-01-02 13:29:18.010148,Canada
SES-00006782,USER-01663,37,1749,0.179,Desktop,Edge,iOS,Organic,/products,False,2026-01-08 09:29:18.010153,Japan
SES-00006783,USER-00985,24,1721,0.874,Mobile,Edge,iOS,Referral,/contact,False,2026-01-03 18:29:18.010157,USA
SES-00006784,USER-00719,26,367,0.079,Desktop,Chrome,Android,Social,/home,False,2025-12-21 23:29:18.010162,Canada
SES-00006785,USER-02671,41,3489,0.664,Desktop,Safari,iOS,Organic,/contact,False,2026-01-11 21:29:18.010166,Japan
SES-00006786,USER-02067,40,908,0.967,Mobile,Chrome,Linux,Social,/contact,False,2026-01-07 22:29:18.010171,Canada
SES-00006787,USER-01465,3,3151,0.908,Desktop,Safari,iOS,Referral,/home,False,2025-12-14 22:29:18.010175,Japan
SES-00006788,USER-01973,40,107,0.127,Mobile,Firefox,iOS,Organic,/about,False,2026-01-08 09:29:18.010180,UK
SES-00006789,USER-00629,41,3140,0.973,Mobile,Safari,iOS,Direct,/products,False,2025-12-20 02:29:18.010184,UK
SES-00006790,USER-02879,19,1158,0.429,Desktop,Firefox,Linux,Referral,/products,False,2025-12-20 09:29:18.010189,Japan
SES-00006791,USER-00258,10,990,0.493,Mobile,Firefox,MacOS,Direct,/blog,False,2026-01-10 21:29:18.010193,Japan
SES-00006792,USER-00256,20,746,0.51,Desktop,Safari,Windows,Referral,/products,False,2025-12-15 13:29:18.010197,USA
SES-00006793,USER-04822,30,2080,0.743,Desktop,Edge,MacOS,Paid,/about,False,2026-01-01 21:29:18.010202,UK
SES-00006794,USER-03986,41,1826,0.959,Tablet,Chrome,Linux,Direct,/blog,False,2025-12-20 19:29:18.010206,UK
SES-00006795,USER-01376,10,3376,0.186,Mobile,Safari,Android,Direct,/home,False,2025-12-17 20:29:18.010211,Germany
SES-00006796,USER-01390,27,2048,0.303,Desktop,Firefox,Android,Referral,/contact,False,2025-12-24 08:29:18.010215,France
SES-00006797,USER-03700,2,3184,0.37,Desktop,Safari,MacOS,Paid,/blog,False,2025-12-31 20:29:18.010220,Canada
SES-00006798,USER-02389,16,539,0.758,Mobile,Chrome,MacOS,Referral,/about,False,2026-01-02 08:29:18.010224,India
SES-00006799,USER-04867,8,114,0.694,Desktop,Firefox,Windows,Paid,/home,False,2026-01-11 17:29:18.010228,UK
SES-00006800,USER-03747,49,383,0.333,Mobile,Safari,Android,Social,/products,False,2025-12-28 08:29:18.010233,France
SES-00006801,USER-04365,31,1507,0.106,Desktop,Edge,Android,Social,/contact,False,2026-01-12 08:29:18.010237,USA
SES-00006802,USER-03078,48,1669,0.257,Mobile,Safari,Linux,Referral,/about,True,2025-12-18 01:29:18.010242,India
SES-00006803,USER-04334,44,2691,0.11,Desktop,Chrome,Android,Direct,/products,False,2026-01-03 18:29:18.010246,India
SES-00006804,USER-04509,10,2390,0.115,Mobile,Chrome,MacOS,Direct,/contact,False,2026-01-04 14:29:18.010251,France
SES-00006805,USER-02337,17,2549,0.856,Desktop,Safari,MacOS,Direct,/blog,False,2026-01-04 07:29:18.010255,Germany
SES-00006806,USER-03964,35,1748,0.688,Desktop,Edge,iOS,Social,/contact,False,2025-12-26 18:29:18.010260,India
SES-00006807,USER-02505,17,3405,0.967,Mobile,Firefox,MacOS,Direct,/contact,False,2025-12-26 13:29:18.010264,USA
SES-00006808,USER-03845,15,577,0.34,Desktop,Edge,iOS,Organic,/about,False,2026-01-04 06:29:18.010269,USA
SES-00006809,USER-03794,2,3552,0.775,Desktop,Safari,Android,Direct,/home,False,2026-01-05 10:29:18.010273,Canada
SES-00006810,USER-04561,13,3241,0.042,Desktop,Chrome,Linux,Direct,/blog,True,2025-12-17 11:29:18.010277,Japan
SES-00006811,USER-01219,27,1271,0.772,Desktop,Chrome,iOS,Organic,/blog,False,2025-12-21 10:29:18.010282,USA
SES-00006812,USER-03913,30,3342,0.739,Desktop,Firefox,Linux,Direct,/about,False,2025-12-26 09:29:18.010286,India
SES-00006813,USER-02751,4,190,0.837,Mobile,Chrome,Linux,Referral,/products,False,2025-12-21 21:29:18.010291,UK
SES-00006814,USER-04505,24,2462,0.726,Desktop,Chrome,iOS,Organic,/products,False,2025-12-17 05:29:18.010295,France
SES-00006815,USER-03178,46,3046,0.923,Desktop,Edge,iOS,Social,/about,False,2025-12-27 04:29:18.010300,Japan
SES-00006816,USER-02944,45,1717,0.444,Desktop,Edge,Android,Referral,/contact,False,2025-12-16 20:29:18.010304,Germany
SES-00006817,USER-04536,15,2764,0.468,Desktop,Chrome,Linux,Direct,/contact,False,2026-01-07 13:29:18.010309,UK
SES-00006818,USER-03120,6,564,0.436,Tablet,Firefox,Linux,Paid,/about,True,2026-01-04 10:29:18.010313,USA
SES-00006819,USER-04090,36,1821,0.422,Mobile,Chrome,Windows,Social,/home,False,2026-01-10 17:29:18.010318,Canada
SES-00006820,USER-03536,37,1927,0.285,Mobile,Safari,Android,Paid,/blog,False,2026-01-06 04:29:18.010322,India
SES-00006821,USER-03637,27,3344,0.338,Mobile,Edge,Android,Organic,/about,False,2026-01-02 18:29:18.010327,Japan
SES-00006822,USER-00695,4,172,0.758,Desktop,Safari,iOS,Referral,/about,False,2026-01-01 09:29:18.010331,Canada
SES-00006823,USER-02941,41,2799,0.923,Mobile,Edge,MacOS,Direct,/blog,False,2026-01-12 04:29:18.010336,Canada
SES-00006824,USER-02084,19,105,0.772,Desktop,Safari,MacOS,Direct,/products,True,2025-12-20 19:29:18.010340,USA
SES-00006825,USER-02089,41,1421,0.711,Mobile,Edge,Android,Social,/products,True,2025-12-28 13:29:18.010345,India
