order_id,customer_id,product_id,product_name,category,quantity,unit_price,discount_pct,payment_method,shipping_method,region,country,order_date,delivery_status,customer_rating,total_amount
ORD-002852,CUST-00962,PROD-0106,Desk,Furniture,2,1032.21,10,PayPal,Standard,South America,Germany,2025-04-18 21:29:17.427182,Delivered,4,1857.98
ORD-002853,CUST-00704,PROD-0095,Tablet,Computing,3,1180.33,5,Credit Card,Standard,Europe,Germany,2025-05-04 21:29:17.427189,Delivered,5,3363.94
ORD-002854,CUST-00966,PROD-0135,Laptop,Computing,1,748.86,20,Cash,Overnight,Asia,USA,2025-08-27 21:29:17.427196,Delivered,5,599.09
ORD-002855,CUST-00575,PROD-0068,Desk,Furniture,4,1342.97,15,Credit Card,Overnight,Africa,India,2025-11-07 21:29:17.427203,In Transit,5,4566.1
ORD-002856,CUST-00585,PROD-0147,Smartphone,Furniture,8,869.25,5,Bank Transfer,Overnight,Asia,Japan,2025-11-07 21:29:17.427210,In Transit,3,6606.3
ORD-002857,CUST-00161,PROD-0490,Monitor,Furniture,5,1525.01,15,Cash,Standard,Europe,India,2025-07-29 21:29:17.427217,Delivered,3,6481.29
ORD-002858,CUST-00681,PROD-0478,Desk,Accessories,2,1644.59,0,PayPal,Express,Europe,USA,2025-10-01 21:29:17.427224,Processing,4,3289.18
ORD-002859,CUST-00089,PROD-0159,Laptop,Furniture,3,1346.98,5,Credit Card,Standard,North America,USA,2025-03-05 21:29:17.427231,Delivered,4,3838.89
ORD-002860,CUST-00688,PROD-0384,Headphones,Furniture,1,987.76,0,Credit Card,Standard,North America,UK,2025-11-17 21:29:17.427239,In Transit,5,987.76
ORD-002861,CUST-00781,PROD-0163,Keyboard,Computing,2,1566.72,10,Bank Transfer,Standard,Africa,China,2025-07-11 21:29:17.427246,Delivered,5,2820.1
ORD-002862,CUST-00585,PROD-0441,Headphones,Computing,1,993.63,5,PayPal,Express,South America,USA,2025-11-19 21:29:17.427253,Delivered,5,943.95
ORD-002863,CUST-00757,PROD-0341,Monitor,Electronics,2,231.9,0,Credit Card,Standard,Europe,China,2026-01-10 21:29:17.427260,Delivered,3,463.8
ORD-002864,CUST-00589,PROD-0189,Mouse,Computing,3,241.52,25,Credit Card,Standard,North America,Germany,2025-04-04 21:29:17.427267,Delivered,5,543.42
ORD-002865,CUST-00159,PROD-0415,Monitor,Furniture,1,1897.68,20,Cash,Standard,Asia,Brazil,2025-12-28 21:29:17.427274,Processing,4,1518.14
ORD-002866,CUST-00489,PROD-0339,Keyboard,Accessories,9,434.99,10,Credit Card,Express,North America,Germany,2025-05-22 21:29:17.427281,Delivered,5,3523.42
ORD-002867,CUST-00971,PROD-0095,Laptop,Computing,5,1633.69,5,Cash,Standard,Asia,UK,2025-03-13 21:29:17.427289,Delivered,3,7760.03
ORD-002868,CUST-00324,PROD-0181,Smartphone,Computing,8,500.94,5,Credit Card,Express,North America,UK,2025-05-09 21:29:17.427296,Delivered,3,3807.14
ORD-002869,CUST-00610,PROD-0288,Chair,Furniture,5,867.25,20,PayPal,Express,Asia,Brazil,2025-12-21 21:29:17.427303,Delivered,5,3469.0
ORD-002870,CUST-00381,PROD-0322,Headphones,Computing,8,1313.35,20,Bank Transfer,Overnight,North America,Japan,2025-03-20 21:29:17.427310,Delivered,5,8405.44
ORD-002871,CUST-00102,PROD-0187,Monitor,Computing,7,326.15,0,PayPal,Overnight,North America,Brazil,2025-09-20 21:29:17.427317,Processing,5,2283.05
ORD-002872,CUST-00494,PROD-0372,Smartphone,Furniture,4,1477.12,0,Bank Transfer,Overnight,Africa,UK,2025-05-21 21:29:17.427324,Delivered,3,5908.48
ORD-002873,CUST-00644,PROD-0138,Headphones,Computing,7,1382.93,0,Credit Card,Express,South America,France,2025-07-29 21:29:17.427331,Delivered,5,9680.51
ORD-002874,CUST-00614,PROD-0130,Monitor,Accessories,6,1090.73,15,PayPal,Overnight,Europe,Germany,2025-03-07 21:29:17.427338,Processing,5,5562.72
ORD-002875,CUST-00019,PROD-0194,Keyboard,Electronics,3,1136.12,10,Cash,Overnight,South America,Germany,2025-04-01 21:29:17.427345,Delivered,5,3067.52
ORD-002876,CUST-00454,PROD-0316,Headphones,Computing,9,220.49,5,Bank Transfer,Overnight,Africa,China,2025-05-18 21:29:17.427353,Delivered,4,1885.19
ORD-002877,CUST-00482,PROD-0472,Monitor,Accessories,9,877.54,10,Bank Transfer,Express,Asia,UK,2025-01-15 21:29:17.427360,Delivered,5,7108.07
ORD-002878,CUST-00594,PROD-0273,Laptop,Computing,5,182.28,20,Credit Card,Standard,South America,China,2025-03-22 21:29:17.427367,Delivered,4,729.12
ORD-002879,CUST-00397,PROD-0352,Keyboard,Electronics,8,622.65,25,Bank Transfer,Overnight,Europe,UK,2025-03-30 21:29:17.427375,Delivered,3,3735.9
ORD-002880,CUST-00279,PROD-0144,Smartphone,Furniture,7,1801.62,10,Bank Transfer,Overnight,Europe,Germany,2025-05-08 21:29:17.427382,Delivered,4,11350.21
ORD-002881,CUST-00851,PROD-0016,Smartphone,Electronics,9,1153.32,10,Bank Transfer,Overnight,Asia,UK,2025-08-02 21:29:17.427389,Delivered,5,9341.89
ORD-002882,CUST-00365,PROD-0302,Chair,Computing,7,1487.98,0,Credit Card,Overnight,Europe,India,2025-02-07 21:29:17.427396,In Transit,3,10415.86
ORD-002883,CUST-00331,PROD-0423,Desk,Electronics,4,1152.03,20,PayPal,Express,Africa,Japan,2025-08-26 21:29:17.427403,Delivered,3,3686.5
ORD-002884,CUST-00641,PROD-0245,Mouse,Electronics,4,396.53,10,Credit Card,Standard,South America,UK,2025-09-16 21:29:17.427410,Processing,5,1427.51
ORD-002885,CUST-00344,PROD-0415,Laptop,Furniture,8,1193.67,5,Cash,Standard,Europe,UK,2025-02-10 21:29:17.427417,Delivered,4,9071.89
ORD-002886,CUST-00822,PROD-0107,Keyboard,Computing,6,1513.22,0,Bank Transfer,Overnight,South America,Brazil,2025-08-06 21:29:17.427427,Delivered,3,9079.32
ORD-002887,CUST-00455,PROD-0088,Headphones,Electronics,9,285.43,10,Bank Transfer,Standard,North America,Japan,2025-10-01 21:29:17.427433,Delivered,5,2311.98
ORD-002888,CUST-00601,PROD-0129,Smartphone,Electronics,7,1635.64,20,PayPal,Overnight,South America,Japan,2025-02-10 21:29:17.427440,Delivered,3,9159.58
ORD-002889,CUST-00725,PROD-0395,Laptop,Furniture,7,1115.23,25,Bank Transfer,Overnight,Asia,Japan,2025-10-14 21:29:17.427447,Delivered,4,5854.96
ORD-002890,CUST-00655,PROD-0375,Keyboard,Accessories,4,18.51,5,PayPal,Standard,Africa,China,2025-06-24 21:29:17.427454,Delivered,4,70.34
ORD-002891,CUST-00065,PROD-0341,Keyboard,Computing,3,1044.36,25,Bank Transfer,Standard,Europe,Germany,2025-12-05 21:29:17.427461,In Transit,4,2349.81
ORD-002892,CUST-00076,PROD-0004,Headphones,Accessories,8,797.39,20,Bank Transfer,Express,Africa,Brazil,2025-11-21 21:29:17.427468,Delivered,4,5103.3
ORD-002893,CUST-00711,PROD-0327,Keyboard,Accessories,7,599.93,20,Credit Card,Overnight,South America,UK,2025-10-17 21:29:17.427475,Delivered,5,3359.61
ORD-002894,CUST-00143,PROD-0410,Tablet,Furniture,4,1544.8,20,Credit Card,Standard,Europe,Japan,2025-09-01 21:29:17.427482,Delivered,5,4943.36
ORD-002895,CUST-00917,PROD-0367,Laptop,Furniture,4,1800.0,25,Cash,Express,Africa,Japan,2026-01-12 21:29:17.427489,In Transit,4,5400.0
ORD-002896,CUST-00915,PROD-0306,Monitor,Computing,1,1527.68,15,PayPal,Standard,Asia,Germany,2025-10-09 21:29:17.427497,Delivered,4,1298.53
ORD-002897,CUST-00828,PROD-0396,Smartphone,Accessories,7,1695.08,5,Cash,Standard,North America,France,2025-11-19 21:29:17.427504,Delivered,4,11272.28
ORD-002898,CUST-00605,PROD-0095,Smartphone,Electronics,1,1818.47,20,Credit Card,Overnight,North America,UK,2025-01-19 21:29:17.427511,In Transit,1,1454.78
ORD-002899,CUST-00473,PROD-0209,Monitor,Accessories,4,1826.13,15,PayPal,Express,Asia,France,2025-09-12 21:29:17.427518,In Transit,5,6208.84
ORD-002900,CUST-00417,PROD-0225,Laptop,Furniture,3,238.13,0,Credit Card,Overnight,North America,France,2025-07-13 21:29:17.427525,Delivered,3,714.39
ORD-002901,CUST-00305,PROD-0459,Mouse,Electronics,3,918.21,15,PayPal,Standard,Asia,Japan,2025-09-11 21:29:17.427533,Delivered,5,2341.44
ORD-002902,CUST-00736,PROD-0348,Laptop,Electronics,1,10.57,0,Bank Transfer,Express,South America,India,2025-02-14 21:29:17.427540,Delivered,5,10.57
ORD-002903,CUST-00497,PROD-0480,Webcam,Furniture,4,1017.86,25,Cash,Overnight,Asia,China,2025-04-25 21:29:17.427547,Processing,5,3053.58
ORD-002904,CUST-00291,PROD-0321,Keyboard,Electronics,1,1849.25,15,Cash,Express,North America,Germany,2025-02-08 21:29:17.427554,Delivered,3,1571.86
ORD-002905,CUST-00940,PROD-0047,Desk,Accessories,8,406.21,25,PayPal,Standard,South America,UK,2025-07-07 21:29:17.427561,Delivered,4,2437.26
ORD-002906,CUST-00102,PROD-0476,Headphones,Furniture,1,1283.18,20,Cash,Express,Asia,UK,2025-02-10 21:29:17.427568,Delivered,2,1026.54
ORD-002907,CUST-00986,PROD-0181,Tablet,Computing,6,1292.31,15,Credit Card,Standard,Asia,UK,2025-06-13 21:29:17.427575,Delivered,5,6590.78
ORD-002908,CUST-00267,PROD-0106,Desk,Furniture,7,329.1,15,Cash,Overnight,South America,China,2025-06-07 21:29:17.427583,Delivered,4,1958.15
ORD-002909,CUST-00867,PROD-0199,Monitor,Computing,2,484.67,20,PayPal,Standard,Europe,France,2025-06-29 21:29:17.427590,Delivered,3,775.47
ORD-002910,CUST-00968,PROD-0386,Headphones,Computing,4,929.42,0,Cash,Standard,North America,USA,2025-02-04 21:29:17.427597,Delivered,5,3717.68
ORD-002911,CUST-00622,PROD-0106,Headphones,Furniture,3,384.54,20,Cash,Express,Europe,Germany,2025-07-24 21:29:17.427604,Processing,4,922.9
ORD-002912,CUST-00974,PROD-0280,Headphones,Furniture,9,1174.14,5,Credit Card,Express,South America,USA,2025-06-11 21:29:17.427611,In Transit,3,10038.9
ORD-002913,CUST-00842,PROD-0260,Smartphone,Computing,7,974.24,15,Bank Transfer,Overnight,South America,France,2025-06-22 21:29:17.427618,Processing,4,5796.73
ORD-002914,CUST-00962,PROD-0108,Tablet,Computing,2,1043.2,5,Credit Card,Express,Africa,Japan,2025-11-08 21:29:17.427626,In Transit,3,1982.08
ORD-002915,CUST-00942,PROD-0019,Smartphone,Electronics,6,277.59,20,Cash,Overnight,Africa,USA,2025-07-24 21:29:17.427633,Delivered,5,1332.43
ORD-002916,CUST-00777,PROD-0410,Keyboard,Furniture,9,1039.33,25,Cash,Standard,South America,India,2025-10-28 21:29:17.427640,Delivered,4,7015.48
ORD-002917,CUST-00003,PROD-0459,Webcam,Furniture,3,108.46,20,Bank Transfer,Standard,Africa,USA,2025-02-25 21:29:17.427647,Delivered,4,260.3
ORD-002918,CUST-00085,PROD-0296,Chair,Electronics,6,1764.26,10,Bank Transfer,Express,Asia,Germany,2025-12-03 21:29:17.427654,Delivered,5,9527.0
ORD-002919,CUST-00794,PROD-0306,Tablet,Furniture,3,693.07,5,Credit Card,Standard,Europe,France,2025-11-11 21:29:17.427661,Delivered,4,1975.25
ORD-002920,CUST-00328,PROD-0171,Desk,Electronics,3,1714.11,10,Bank Transfer,Standard,South America,Germany,2025-02-19 21:29:17.427667,Delivered,4,4628.1
ORD-002921,CUST-00816,PROD-0331,Keyboard,Electronics,4,1406.3,5,Credit Card,Overnight,Asia,Japan,2025-06-29 21:29:17.427674,Processing,3,5343.94
ORD-002922,CUST-00450,PROD-0493,Laptop,Furniture,9,1534.68,25,PayPal,Express,North America,China,2025-10-16 21:29:17.427743,Delivered,5,10359.09
ORD-002923,CUST-00454,PROD-0195,Monitor,Accessories,8,635.94,10,Cash,Overnight,North America,China,2026-01-07 21:29:17.427790,Delivered,5,4578.77
ORD-002924,CUST-00924,PROD-0012,Webcam,Computing,1,463.21,10,Bank Transfer,Standard,Africa,India,2025-04-26 21:29:17.427800,Delivered,3,416.89
ORD-002925,CUST-00629,PROD-0195,Keyboard,Furniture,1,819.41,5,PayPal,Standard,Africa,China,2025-09-14 21:29:17.427807,Processing,4,778.44
ORD-002926,CUST-00221,PROD-0490,Laptop,Accessories,7,58.21,20,PayPal,Standard,Asia,UK,2025-08-03 21:29:17.427814,Processing,5,325.98
ORD-002927,CUST-00154,PROD-0283,Webcam,Electronics,3,1838.32,0,Credit Card,Express,North America,China,2025-09-20 21:29:17.427822,Delivered,4,5514.96
ORD-002928,CUST-00665,PROD-0369,Laptop,Accessories,7,780.16,20,Credit Card,Standard,South America,India,2026-01-01 21:29:17.427829,Delivered,4,4368.9
ORD-002929,CUST-00012,PROD-0182,Tablet,Furniture,9,1977.23,0,Bank Transfer,Standard,Europe,Brazil,2025-12-25 21:29:17.427836,Delivered,5,17795.07
ORD-002930,CUST-00133,PROD-0450,Laptop,Furniture,3,1525.28,5,Credit Card,Overnight,Africa,China,2025-06-27 21:29:17.427843,Processing,5,4347.05
ORD-002931,CUST-00994,PROD-0305,Webcam,Accessories,3,170.22,15,PayPal,Express,Asia,France,2025-03-11 21:29:17.427858,Delivered,5,434.06
ORD-002932,CUST-00304,PROD-0144,Laptop,Furniture,2,1323.77,20,PayPal,Standard,Africa,Brazil,2025-05-05 21:29:17.427865,In Transit,5,2118.03
ORD-002933,CUST-00293,PROD-0386,Desk,Computing,1,548.97,10,Cash,Overnight,Asia,India,2025-10-20 21:29:17.427872,Delivered,5,494.07
ORD-002934,CUST-00975,PROD-0316,Keyboard,Accessories,9,495.0,20,PayPal,Standard,North America,China,2025-07-18 21:29:17.427879,Delivered,5,3564.0
ORD-002935,CUST-00300,PROD-0182,Webcam,Electronics,6,520.56,5,Bank Transfer,Overnight,Africa,China,2025-05-22 21:29:17.427887,Delivered,1,2967.19
ORD-002936,CUST-00740,PROD-0030,Desk,Accessories,6,1832.99,15,Cash,Standard,Asia,Japan,2025-01-26 21:29:17.427893,In Transit,3,9348.25
ORD-002937,CUST-00783,PROD-0084,Laptop,Accessories,8,1004.96,15,Credit Card,Express,Asia,Japan,2025-11-14 21:29:17.427901,Cancelled,5,6833.73
ORD-002938,CUST-00043,PROD-0166,Laptop,Accessories,5,1342.25,20,Cash,Express,Africa,USA,2025-06-13 21:29:17.427908,In Transit,1,5369.0
ORD-002939,CUST-00944,PROD-0284,Headphones,Accessories,9,569.09,20,PayPal,Overnight,Europe,Brazil,2025-06-13 21:29:17.427914,Delivered,5,4097.45
ORD-002940,CUST-00343,PROD-0281,Webcam,Electronics,5,1050.68,25,Bank Transfer,Standard,South America,India,2025-01-21 21:29:17.427921,Delivered,5,3940.05
ORD-002941,CUST-00326,PROD-0096,Tablet,Electronics,2,706.7,20,Credit Card,Express,North America,Germany,2025-10-16 21:29:17.427928,In Transit,4,1130.72
ORD-002942,CUST-00814,PROD-0381,Laptop,Electronics,6,649.07,5,Credit Card,Standard,Africa,USA,2025-10-10 21:29:17.427935,Delivered,4,3699.7
ORD-002943,CUST-00498,PROD-0266,Monitor,Accessories,9,501.47,0,PayPal,Express,Africa,USA,2025-11-14 21:29:17.427943,Cancelled,3,4513.23
ORD-002944,CUST-00364,PROD-0444,Smartphone,Computing,3,823.92,25,Bank Transfer,Overnight,Europe,UK,2025-11-19 21:29:17.427950,Delivered,1,1853.82
ORD-002945,CUST-00891,PROD-0298,Chair,Computing,4,1323.46,0,PayPal,Express,North America,Germany,2025-06-08 21:29:17.427957,Cancelled,5,5293.84
ORD-002946,CUST-00427,PROD-0296,Smartphone,Electronics,8,451.87,10,PayPal,Standard,Africa,UK,2025-10-12 21:29:17.427964,In Transit,2,3253.46
ORD-002947,CUST-00021,PROD-0225,Tablet,Computing,6,1931.23,5,Bank Transfer,Standard,Europe,China,2025-12-05 21:29:17.427971,Delivered,5,11008.01
ORD-002948,CUST-00407,PROD-0333,Keyboard,Computing,7,257.98,25,PayPal,Standard,South America,India,2025-02-11 21:29:17.427978,Delivered,4,1354.4
ORD-002949,CUST-00619,PROD-0361,Mouse,Computing,7,965.61,15,Bank Transfer,Overnight,Asia,Japan,2025-03-01 21:29:17.427985,Delivered,5,5745.38
ORD-002950,CUST-00336,PROD-0374,Monitor,Computing,4,179.21,25,Bank Transfer,Overnight,South America,China,2025-05-11 21:29:17.427992,Delivered,2,537.63
ORD-002951,CUST-00815,PROD-0042,Mouse,Computing,6,55.1,10,PayPal,Standard,South America,UK,2025-06-11 21:29:17.427999,Delivered,4,297.54
ORD-002952,CUST-00117,PROD-0303,Laptop,Furniture,9,1846.13,15,PayPal,Standard,South America,Japan,2025-08-13 21:29:17.428006,Delivered,4,14122.89
ORD-002953,CUST-00124,PROD-0421,Keyboard,Electronics,3,1622.67,25,Cash,Express,South America,USA,2025-01-28 21:29:17.428013,Delivered,1,3651.01
ORD-002954,CUST-00399,PROD-0246,Desk,Accessories,8,1391.37,15,Credit Card,Express,Asia,India,2025-11-13 21:29:17.428020,Delivered,5,9461.32
ORD-002955,CUST-00793,PROD-0208,Laptop,Computing,7,1731.73,20,Credit Card,Express,North America,India,2025-05-19 21:29:17.428027,Cancelled,5,9697.69
ORD-002956,CUST-00804,PROD-0237,Mouse,Furniture,4,1607.67,15,Bank Transfer,Standard,North America,China,2025-07-08 21:29:17.428033,Delivered,1,5466.08
ORD-002957,CUST-00715,PROD-0022,Laptop,Accessories,3,1298.0,25,Cash,Express,Europe,UK,2025-08-21 21:29:17.428040,Processing,4,2920.5
ORD-002958,CUST-00051,PROD-0185,Chair,Furniture,7,1696.21,15,Bank Transfer,Standard,Europe,China,2026-01-04 21:29:17.428047,Delivered,5,10092.45
ORD-002959,CUST-00783,PROD-0468,Headphones,Computing,9,787.69,5,Cash,Overnight,Africa,Germany,2025-03-28 21:29:17.428054,In Transit,5,6734.75
ORD-002960,CUST-00324,PROD-0242,Chair,Computing,3,1109.98,20,Bank Transfer,Express,South America,India,2025-09-06 21:29:17.428061,Delivered,3,2663.95
ORD-002961,CUST-00789,PROD-0363,Keyboard,Computing,9,1554.86,20,Credit Card,Standard,South America,UK,2025-11-15 21:29:17.428068,Delivered,2,11194.99
ORD-002962,CUST-00141,PROD-0283,Desk,Computing,8,178.75,10,Cash,Standard,Asia,Japan,2025-07-23 21:29:17.428075,Delivered,1,1287.0
ORD-002963,CUST-00470,PROD-0041,Chair,Accessories,3,1718.7,20,PayPal,Overnight,South America,India,2025-11-02 21:29:17.428082,Processing,3,4124.88
ORD-002964,CUST-00787,PROD-0336,Webcam,Accessories,8,322.09,0,PayPal,Overnight,Asia,France,2025-05-20 21:29:17.428088,Delivered,2,2576.72
ORD-002965,CUST-00802,PROD-0162,Desk,Furniture,4,1730.44,5,Credit Card,Overnight,Africa,China,2025-07-19 21:29:17.428095,Delivered,4,6575.67
ORD-002966,CUST-00334,PROD-0160,Mouse,Electronics,6,629.55,10,Cash,Overnight,Europe,Brazil,2025-11-08 21:29:17.428102,Processing,4,3399.57
ORD-002967,CUST-00893,PROD-0474,Chair,Computing,2,660.3,0,PayPal,Express,Europe,China,2025-10-25 21:29:17.428109,Delivered,4,1320.6
ORD-002968,CUST-00964,PROD-0089,Headphones,Furniture,8,157.16,15,PayPal,Overnight,Africa,Brazil,2025-10-29 21:29:17.428116,Delivered,3,1068.69
ORD-002969,CUST-00373,PROD-0322,Desk,Furniture,9,1772.94,0,PayPal,Standard,Africa,Germany,2025-05-11 21:29:17.428122,Delivered,4,15956.46
ORD-002970,CUST-00564,PROD-0012,Laptop,Furniture,7,357.28,10,Credit Card,Standard,South America,Japan,2025-07-03 21:29:17.428129,Delivered,1,2250.86
ORD-002971,CUST-00494,PROD-0424,Headphones,Computing,8,1263.8,20,Bank Transfer,Standard,Europe,China,2025-11-07 21:29:17.428136,Delivered,3,8088.32
ORD-002972,CUST-00539,PROD-0073,Laptop,Computing,7,1291.5,5,PayPal,Standard,North America,Brazil,2025-02-10 21:29:17.428143,Delivered,4,8588.48
ORD-002973,CUST-00669,PROD-0076,Chair,Furniture,4,569.49,10,PayPal,Standard,Africa,France,2025-11-19 21:29:17.428150,Delivered,3,2050.16
ORD-002974,CUST-00751,PROD-0346,Monitor,Computing,1,1971.47,0,Bank Transfer,Overnight,Europe,China,2025-10-07 21:29:17.428157,Delivered,5,1971.47
ORD-002975,CUST-00156,PROD-0201,Monitor,Furniture,3,137.69,0,PayPal,Standard,Europe,Germany,2025-04-19 21:29:17.428164,Delivered,3,413.07
ORD-002976,CUST-00291,PROD-0010,Mouse,Accessories,7,1219.67,10,Cash,Overnight,Asia,France,2025-10-30 21:29:17.428171,In Transit,5,7683.92
ORD-002977,CUST-00648,PROD-0352,Headphones,Computing,7,964.29,25,PayPal,Overnight,Europe,USA,2025-02-17 21:29:17.428178,Processing,4,5062.52
ORD-002978,CUST-00144,PROD-0226,Laptop,Accessories,3,498.51,25,Bank Transfer,Overnight,Africa,USA,2025-11-09 21:29:17.428185,Delivered,4,1121.65
ORD-002979,CUST-00106,PROD-0176,Tablet,Electronics,1,335.47,10,Credit Card,Overnight,South America,China,2025-12-12 21:29:17.428192,In Transit,5,301.92
ORD-002980,CUST-00420,PROD-0276,Headphones,Computing,9,1476.8,25,Credit Card,Express,Europe,UK,2025-04-20 21:29:17.428198,Processing,1,9968.4
ORD-002981,CUST-00670,PROD-0039,Webcam,Electronics,6,1833.47,10,Cash,Express,North America,UK,2025-12-15 21:29:17.428205,Delivered,2,9900.74
ORD-002982,CUST-00658,PROD-0060,Mouse,Furniture,7,224.02,20,PayPal,Express,Africa,UK,2025-12-19 21:29:17.428212,Cancelled,4,1254.51
ORD-002983,CUST-00002,PROD-0066,Smartphone,Computing,1,396.02,10,PayPal,Express,South America,UK,2025-06-18 21:29:17.428219,Delivered,4,356.42
ORD-002984,CUST-00945,PROD-0321,Smartphone,Computing,1,1972.68,15,Bank Transfer,Express,South America,Brazil,2025-04-20 21:29:17.428226,In Transit,4,1676.78
ORD-002985,CUST-00589,PROD-0435,Laptop,Computing,4,39.9,5,Bank Transfer,Standard,Africa,India,2025-02-24 21:29:17.428233,Delivered,5,151.62
ORD-002986,CUST-00644,PROD-0124,Monitor,Electronics,7,1021.42,5,Cash,Express,South America,China,2025-09-13 21:29:17.428240,Delivered,1,6792.44
ORD-002987,CUST-00090,PROD-0164,Desk,Electronics,8,1037.06,15,Cash,Standard,North America,France,2025-12-12 21:29:17.428246,In Transit,5,7052.01
ORD-002988,CUST-00345,PROD-0408,Webcam,Furniture,9,533.69,0,PayPal,Standard,Europe,Germany,2025-08-24 21:29:17.428253,Delivered,3,4803.21
ORD-002989,CUST-00350,PROD-0411,Smartphone,Accessories,1,1329.43,0,PayPal,Overnight,Africa,Germany,2025-08-22 21:29:17.428260,Delivered,3,1329.43
ORD-002990,CUST-00459,PROD-0386,Laptop,Accessories,4,1890.43,0,Cash,Overnight,Europe,Brazil,2025-04-27 21:29:17.428267,Delivered,5,7561.72
ORD-002991,CUST-00263,PROD-0159,Laptop,Electronics,4,905.93,0,Credit Card,Overnight,Europe,UK,2026-01-09 21:29:17.428274,In Transit,1,3623.72
ORD-002992,CUST-00351,PROD-0057,Chair,Computing,3,1501.34,20,Credit Card,Express,South America,USA,2025-08-06 21:29:17.428281,In Transit,5,3603.22
ORD-002993,CUST-00108,PROD-0078,Monitor,Accessories,7,1295.68,15,Credit Card,Standard,Africa,Japan,2025-03-10 21:29:17.428287,Delivered,1,7709.3
ORD-002994,CUST-00586,PROD-0194,Headphones,Accessories,1,951.15,5,Credit Card,Express,Europe,UK,2025-08-23 21:29:17.428294,Delivered,3,903.59
ORD-002995,CUST-00039,PROD-0285,Desk,Electronics,9,109.13,15,Cash,Overnight,Asia,UK,2025-08-15 21:29:17.428301,Delivered,3,834.84
ORD-002996,CUST-00909,PROD-0015,Chair,Furniture,8,1486.08,5,Bank Transfer,Overnight,North America,China,2026-01-09 21:29:17.428308,Delivered,4,11294.21
ORD-002997,CUST-00159,PROD-0012,Smartphone,Electronics,2,732.87,0,Credit Card,Standard,South America,Brazil,2025-07-03 21:29:17.428315,Processing,4,1465.74
ORD-002998,CUST-00583,PROD-0101,Desk,Electronics,2,456.74,20,Cash,Standard,Africa,USA,2025-09-11 21:29:17.428322,Processing,3,730.78
ORD-002999,CUST-00959,PROD-0156,Mouse,Computing,8,1897.05,10,Credit Card,Overnight,Africa,Japan,2025-10-30 21:29:17.428329,Delivered,2,13658.76
ORD-003000,CUST-00312,PROD-0340,Monitor,Electronics,1,1549.27,10,PayPal,Express,South America,France,2025-03-14 21:29:17.428336,Cancelled,1,1394.34
ORD-003001,CUST-00241,PROD-0125,Smartphone,Computing,7,1924.91,25,Credit Card,Express,Europe,France,2025-07-29 21:29:17.428343,Processing,4,10105.78
ORD-003002,CUST-00938,PROD-0359,Laptop,Furniture,9,519.87,0,Cash,Standard,South America,Japan,2025-06-11 21:29:17.428349,Delivered,5,4678.83
ORD-003003,CUST-00445,PROD-0280,Smartphone,Computing,3,1673.23,0,PayPal,Overnight,Africa,Japan,2025-07-15 21:29:17.428356,Delivered,4,5019.69
ORD-003004,CUST-00298,PROD-0405,Tablet,Furniture,7,1219.37,15,PayPal,Express,Asia,Brazil,2025-02-11 21:29:17.428363,Delivered,5,7255.25
ORD-003005,CUST-00952,PROD-0394,Keyboard,Furniture,6,1963.19,20,Credit Card,Standard,Europe,France,2025-09-23 21:29:17.428370,Delivered,3,9423.31
ORD-003006,CUST-00036,PROD-0110,Keyboard,Furniture,7,1893.17,20,Credit Card,Standard,South America,UK,2025-04-13 21:29:17.428376,In Transit,2,10601.75
ORD-003007,CUST-00084,PROD-0334,Smartphone,Electronics,7,1946.21,15,PayPal,Standard,Africa,Brazil,2025-07-20 21:29:17.428383,Delivered,4,11579.95
ORD-003008,CUST-00452,PROD-0357,Tablet,Computing,1,1904.02,20,Bank Transfer,Express,Africa,India,2025-09-11 21:29:17.428390,Processing,5,1523.22
ORD-003009,CUST-00886,PROD-0146,Smartphone,Accessories,3,25.25,20,Cash,Standard,Africa,UK,2025-03-29 21:29:17.428397,Delivered,5,60.6
ORD-003010,CUST-00775,PROD-0216,Keyboard,Electronics,1,1484.76,10,Cash,Express,Asia,China,2025-02-25 21:29:17.428404,In Transit,4,1336.28
ORD-003011,CUST-00822,PROD-0398,Chair,Furniture,5,551.15,20,Cash,Standard,Europe,USA,2025-06-29 21:29:17.428411,Delivered,4,2204.6
ORD-003012,CUST-00385,PROD-0162,Mouse,Accessories,3,1413.0,0,Cash,Express,South America,Japan,2025-08-29 21:29:17.428418,Delivered,3,4239.0
ORD-003013,CUST-00172,PROD-0128,Keyboard,Electronics,1,1961.42,10,Cash,Overnight,Europe,UK,2025-06-10 21:29:17.428424,Delivered,5,1765.28
ORD-003014,CUST-00376,PROD-0314,Mouse,Accessories,2,88.33,0,PayPal,Express,Africa,UK,2025-03-23 21:29:17.428431,In Transit,4,176.66
ORD-003015,CUST-00685,PROD-0332,Laptop,Furniture,5,1138.31,0,Cash,Overnight,Asia,USA,2025-07-30 21:29:17.428438,Processing,5,5691.55
ORD-003016,CUST-00362,PROD-0150,Mouse,Accessories,3,1472.56,15,Bank Transfer,Standard,Asia,Japan,2025-09-02 21:29:17.428449,Delivered,5,3755.03
ORD-003017,CUST-00559,PROD-0454,Chair,Accessories,6,514.18,25,Bank Transfer,Express,Africa,USA,2025-08-06 21:29:17.428456,Delivered,5,2313.81
