device_id,sensor_type,location,floor,reading_value,unit,timestamp,battery_level,signal_strength,status
IOT-033,Temperature,Warehouse,2,18.66,Pascal,2026-01-13 06:29:17.593836,28,-44,Error
IOT-087,Humidity,Warehouse,9,23.73,Celsius,2025-12-15 04:29:17.593841,68,-58,Active
IOT-027,Pressure,Building C,9,23.75,Celsius,2025-12-23 00:29:17.593845,91,-37,Active
IOT-012,Humidity,Building B,7,71.63,Boolean,2026-01-08 21:29:17.593850,89,-52,Error
IOT-046,Motion,Warehouse,3,65.55,Celsius,2025-12-28 15:29:17.593854,90,-34,Warning
IOT-071,Temperature,Building C,8,63.3,Celsius,2026-01-01 23:29:17.593859,28,-63,Active
IOT-046,Humidity,Building A,4,77.43,Boolean,2025-12-22 09:29:17.593863,32,-87,Active
IOT-082,Temperature,Building A,5,36.35,Percent,2025-12-26 11:29:17.593868,52,-44,Active
IOT-016,Pressure,Building A,10,44.11,Pascal,2025-12-25 14:29:17.593872,77,-43,Active
IOT-058,Motion,Building A,5,25.77,Percent,2025-12-15 07:29:17.593877,88,-52,Active
IOT-014,Temperature,Building A,2,64.96,Percent,2026-01-03 20:29:17.593881,16,-31,Active
IOT-085,Motion,Building B,9,94.3,Boolean,2025-12-20 07:29:17.593886,55,-83,Active
IOT-043,Motion,Building A,6,88.37,Boolean,2025-12-27 18:29:17.593890,98,-37,Active
IOT-091,Motion,Warehouse,6,62.17,Boolean,2025-12-23 16:29:17.593895,55,-70,Active
IOT-025,Humidity,Warehouse,1,69.79,Boolean,2026-01-04 00:29:17.593899,98,-43,Error
IOT-015,Humidity,Building A,2,99.35,Percent,2025-12-23 08:29:17.593904,40,-41,Active
IOT-074,Pressure,Building A,4,58.98,Boolean,2026-01-08 08:29:17.593908,87,-42,Active
IOT-030,Humidity,Building C,8,89.0,Celsius,2026-01-02 03:29:17.593913,21,-79,Active
IOT-044,Pressure,Building B,8,57.56,Percent,2025-12-16 01:29:17.593917,31,-56,Active
IOT-009,Pressure,Warehouse,9,19.07,Boolean,2026-01-09 20:29:17.593922,74,-75,Active
IOT-092,Motion,Warehouse,1,94.45,Celsius,2026-01-10 16:29:17.593926,38,-83,Active
IOT-082,Temperature,Warehouse,8,24.51,Celsius,2026-01-13 05:29:17.593931,78,-86,Active
IOT-011,Humidity,Warehouse,4,74.86,Boolean,2025-12-29 13:29:17.593935,92,-79,Error
IOT-066,Temperature,Building A,5,35.23,Boolean,2025-12-31 16:29:17.593940,95,-65,Active
IOT-022,Pressure,Building A,10,91.59,Celsius,2025-12-31 12:29:17.593944,63,-54,Active
IOT-087,Pressure,Building B,5,32.04,Celsius,2025-12-15 00:29:17.593949,23,-50,Warning
IOT-020,Pressure,Building C,7,26.91,Percent,2025-12-21 06:29:17.593953,89,-82,Warning
IOT-029,Motion,Building A,3,52.29,Percent,2026-01-02 09:29:17.593958,15,-50,Active
IOT-090,Temperature,Warehouse,5,57.22,Celsius,2025-12-30 10:29:17.593962,74,-63,Active
IOT-063,Motion,Building C,7,84.61,Boolean,2026-01-03 18:29:17.593967,79,-51,Active
IOT-041,Temperature,Warehouse,6,79.8,Boolean,2025-12-26 07:29:17.593972,11,-33,Active
IOT-076,Motion,Building B,2,42.9,Pascal,2025-12-22 02:29:17.593976,69,-83,Active
IOT-093,Pressure,Building A,8,47.72,Celsius,2025-12-16 13:29:17.593980,38,-89,Error
IOT-083,Humidity,Building B,9,64.02,Boolean,2026-01-06 17:29:17.593985,78,-41,Warning
IOT-098,Motion,Warehouse,9,61.88,Percent,2025-12-17 23:29:17.593990,41,-38,Active
IOT-048,Motion,Building A,9,88.27,Celsius,2026-01-09 09:29:17.593994,88,-69,Active
IOT-027,Humidity,Building A,2,55.16,Percent,2026-01-04 18:29:17.593999,68,-44,Active
IOT-094,Humidity,Building A,10,90.95,Boolean,2025-12-28 02:29:17.594003,19,-38,Active
IOT-031,Motion,Building A,3,32.43,Percent,2026-01-12 14:29:17.594008,91,-61,Active
IOT-092,Pressure,Building B,4,88.75,Boolean,2025-12-28 03:29:17.594012,40,-75,Active
IOT-025,Pressure,Building A,2,40.86,Pascal,2026-01-04 21:29:17.594017,27,-43,Active
IOT-049,Humidity,Building C,6,82.09,Percent,2025-12-15 08:29:17.594021,53,-67,Active
IOT-070,Motion,Building A,7,63.06,Boolean,2025-12-21 20:29:17.594026,79,-64,Active
IOT-064,Temperature,Warehouse,9,89.42,Celsius,2025-12-24 08:29:17.594030,68,-58,Active
IOT-056,Humidity,Building B,1,34.66,Percent,2025-12-20 22:29:17.594035,71,-85,Active
IOT-007,Temperature,Building C,7,74.63,Boolean,2025-12-22 14:29:17.594039,14,-61,Warning
IOT-070,Humidity,Warehouse,5,87.16,Celsius,2025-12-20 17:29:17.594044,29,-49,Active
IOT-035,Motion,Building A,3,81.02,Pascal,2025-12-30 18:29:17.594048,35,-65,Active
IOT-089,Pressure,Warehouse,5,63.11,Pascal,2025-12-26 02:29:17.594053,26,-77,Warning
IOT-021,Humidity,Building B,6,72.41,Boolean,2025-12-17 04:29:17.594057,51,-60,Warning
IOT-047,Temperature,Building B,4,31.7,Percent,2026-01-13 06:29:17.594062,50,-75,Active
IOT-060,Motion,Building A,10,33.4,Pascal,2026-01-07 19:29:17.594066,23,-70,Warning
IOT-017,Motion,Building C,9,37.72,Percent,2025-12-22 07:29:17.594071,91,-89,Warning
IOT-090,Motion,Building B,1,85.38,Pascal,2025-12-23 22:29:17.594075,36,-32,Active
IOT-017,Temperature,Building B,10,29.23,Percent,2026-01-11 15:29:17.594080,64,-83,Warning
IOT-071,Humidity,Building C,6,40.41,Percent,2025-12-29 11:29:17.594084,24,-84,Active
IOT-025,Pressure,Building A,10,93.24,Celsius,2025-12-26 23:29:17.594089,42,-65,Active
IOT-034,Pressure,Warehouse,2,79.2,Percent,2025-12-21 23:29:17.594093,89,-70,Active
IOT-026,Temperature,Building A,7,77.32,Celsius,2026-01-09 11:29:17.594098,84,-73,Warning
IOT-006,Pressure,Building A,9,53.69,Boolean,2025-12-18 15:29:17.594102,11,-73,Active
IOT-010,Humidity,Warehouse,6,74.7,Boolean,2026-01-11 18:29:17.594107,86,-90,Active
IOT-081,Temperature,Warehouse,10,63.09,Percent,2025-12-18 23:29:17.594111,76,-64,Active
IOT-078,Temperature,Building A,9,21.07,Percent,2025-12-28 21:29:17.594116,93,-83,Active
IOT-003,Humidity,Building C,8,64.0,Percent,2026-01-07 06:29:17.594120,11,-63,Active
IOT-059,Motion,Warehouse,5,53.44,Pascal,2025-12-29 05:29:17.594125,96,-53,Active
IOT-080,Humidity,Building B,8,24.69,Pascal,2026-01-10 22:29:17.594129,33,-89,Active
IOT-069,Humidity,Building A,5,44.26,Percent,2025-12-22 19:29:17.594133,36,-69,Active
IOT-048,Pressure,Building B,8,91.06,Pascal,2025-12-15 19:29:17.594138,31,-71,Active
IOT-023,Pressure,Building B,7,83.31,Percent,2025-12-30 12:29:17.594143,74,-77,Warning
IOT-091,Pressure,Warehouse,5,92.68,Celsius,2026-01-09 02:29:17.594147,40,-56,Active
IOT-005,Motion,Building C,8,75.95,Boolean,2026-01-04 00:29:17.594152,22,-31,Active
IOT-056,Humidity,Building B,6,68.77,Celsius,2026-01-13 11:29:17.594156,30,-60,Active
IOT-038,Pressure,Building A,7,26.84,Percent,2025-12-15 07:29:17.594161,62,-50,Active
IOT-082,Motion,Warehouse,5,24.11,Celsius,2025-12-15 08:29:17.594165,49,-88,Active
IOT-076,Pressure,Building B,8,35.97,Celsius,2025-12-27 21:29:17.594169,36,-83,Warning
IOT-085,Humidity,Building A,8,41.71,Boolean,2025-12-19 14:29:17.594174,93,-65,Error
IOT-007,Humidity,Building A,1,66.6,Pascal,2025-12-27 13:29:17.594178,49,-67,Active
IOT-017,Humidity,Building A,8,89.57,Boolean,2025-12-30 07:29:17.594183,54,-76,Active
IOT-009,Temperature,Building B,10,90.71,Celsius,2025-12-17 14:29:17.594187,63,-54,Active
IOT-088,Humidity,Building C,8,73.0,Percent,2025-12-22 21:29:17.594192,93,-53,Active
IOT-075,Humidity,Building B,7,63.78,Pascal,2025-12-16 09:29:17.594196,69,-76,Active
IOT-089,Pressure,Building C,6,35.77,Percent,2026-01-04 10:29:17.594201,73,-38,Active
IOT-046,Temperature,Building C,10,94.73,Percent,2025-12-24 05:29:17.594205,45,-47,Active
IOT-037,Pressure,Warehouse,3,72.04,Percent,2026-01-03 21:29:17.594210,48,-39,Active
IOT-007,Motion,Warehouse,7,60.34,Celsius,2025-12-15 22:29:17.594214,10,-56,Active
IOT-017,Motion,Building C,4,23.84,Boolean,2025-12-29 10:29:17.594219,57,-35,Active
IOT-041,Temperature,Building B,8,85.2,Celsius,2026-01-04 04:29:17.594223,81,-53,Active
IOT-064,Humidity,Building C,5,44.66,Pascal,2025-12-18 19:29:17.594228,75,-74,Active
IOT-083,Temperature,Building C,3,91.55,Boolean,2025-12-22 08:29:17.594232,32,-35,Warning
IOT-057,Humidity,Building C,6,29.32,Percent,2025-12-29 18:29:17.594237,70,-39,Active
IOT-085,Motion,Building A,6,19.13,Celsius,2026-01-07 17:29:17.594241,62,-60,Warning
IOT-045,Motion,Building C,6,51.95,Boolean,2026-01-08 12:29:17.594246,94,-89,Active
IOT-073,Temperature,Building A,8,21.66,Boolean,2025-12-15 11:29:17.594250,44,-86,Error
IOT-008,Pressure,Building C,1,20.25,Boolean,2026-01-03 01:29:17.594255,74,-89,Active
IOT-091,Motion,Building B,10,75.67,Percent,2026-01-06 17:29:17.594259,29,-89,Warning
IOT-087,Temperature,Warehouse,1,36.88,Celsius,2026-01-05 22:29:17.594264,68,-65,Active
IOT-010,Temperature,Warehouse,10,69.3,Percent,2026-01-02 07:29:17.594268,61,-53,Error
IOT-054,Motion,Building A,7,63.52,Percent,2025-12-25 16:29:17.594273,56,-54,Active
IOT-066,Humidity,Building C,3,26.96,Percent,2025-12-28 04:29:17.594277,58,-81,Active
IOT-044,Pressure,Building B,8,47.79,Celsius,2025-12-25 19:29:17.594282,11,-64,Error
IOT-048,Pressure,Building A,3,20.62,Celsius,2025-12-21 04:29:17.594286,25,-83,Active
IOT-071,Humidity,Building B,6,50.84,Celsius,2025-12-31 18:29:17.594290,33,-81,Active
IOT-002,Motion,Building C,1,30.5,Celsius,2026-01-02 15:29:17.594295,14,-32,Active
IOT-080,Motion,Warehouse,2,23.19,Pascal,2026-01-10 09:29:17.594299,21,-56,Error
IOT-006,Humidity,Building C,7,41.94,Percent,2025-12-26 01:29:17.594304,76,-67,Active
IOT-080,Motion,Building C,6,15.29,Celsius,2025-12-25 12:29:17.594308,75,-67,Active
IOT-089,Pressure,Building C,1,79.41,Celsius,2025-12-23 06:29:17.594313,47,-60,Active
IOT-045,Temperature,Warehouse,10,28.45,Percent,2025-12-20 22:29:17.594318,69,-87,Active
IOT-010,Pressure,Warehouse,7,68.2,Boolean,2025-12-26 06:29:17.594322,79,-51,Active
IOT-009,Pressure,Building A,4,85.77,Percent,2026-01-03 17:29:17.594327,93,-77,Active
IOT-096,Pressure,Building A,1,92.97,Percent,2025-12-18 19:29:17.594331,77,-55,Active
IOT-032,Motion,Building A,9,62.39,Boolean,2025-12-18 07:29:17.594335,83,-65,Active
IOT-002,Humidity,Warehouse,3,82.0,Celsius,2025-12-18 05:29:17.594340,61,-79,Active
IOT-021,Motion,Warehouse,9,53.66,Pascal,2025-12-23 15:29:17.594344,71,-39,Active
IOT-003,Humidity,Building C,7,56.67,Boolean,2026-01-08 03:29:17.594349,44,-39,Warning
IOT-098,Temperature,Building C,8,61.48,Pascal,2025-12-31 09:29:17.594353,36,-64,Active
IOT-093,Temperature,Building B,7,71.96,Boolean,2025-12-23 17:29:17.594358,10,-85,Active
IOT-084,Pressure,Building B,10,71.94,Pascal,2026-01-05 21:29:17.594362,50,-64,Active
IOT-023,Humidity,Building A,9,81.76,Pascal,2025-12-20 03:29:17.594367,34,-77,Active
IOT-037,Pressure,Building C,3,67.44,Boolean,2025-12-26 20:29:17.594371,32,-47,Active
IOT-072,Motion,Building C,8,90.02,Percent,2025-12-31 09:29:17.594375,59,-69,Active
IOT-036,Humidity,Building B,2,75.29,Pascal,2025-12-23 16:29:17.594380,29,-42,Warning
IOT-014,Pressure,Building A,4,93.96,Pascal,2025-12-15 02:29:17.594384,20,-71,Active
IOT-087,Motion,Building C,10,78.79,Pascal,2025-12-30 10:29:17.594389,98,-88,Active
IOT-091,Temperature,Building B,4,77.79,Pascal,2026-01-07 15:29:17.594393,80,-82,Active
IOT-015,Pressure,Building A,6,88.13,Boolean,2025-12-23 09:29:17.594398,13,-75,Active
IOT-035,Humidity,Building A,3,70.74,Percent,2025-12-30 15:29:17.594402,66,-49,Active
IOT-022,Humidity,Building A,1,30.26,Boolean,2026-01-04 22:29:17.594407,15,-82,Active
IOT-047,Motion,Building B,10,22.05,Boolean,2025-12-23 18:29:17.594411,22,-42,Active
IOT-036,Pressure,Building C,8,41.85,Boolean,2025-12-30 21:29:17.594416,29,-59,Active
IOT-015,Temperature,Building B,9,84.22,Percent,2025-12-18 02:29:17.594420,71,-57,Error
IOT-096,Pressure,Building C,7,16.85,Celsius,2026-01-08 19:29:17.594425,43,-66,Active
IOT-082,Pressure,Building C,9,27.75,Percent,2025-12-17 00:29:17.594429,86,-64,Active
IOT-058,Humidity,Building C,6,24.02,Pascal,2026-01-04 02:29:17.594434,15,-64,Active
IOT-031,Motion,Warehouse,3,18.16,Boolean,2026-01-11 16:29:17.594438,82,-89,Active
IOT-041,Humidity,Warehouse,9,83.87,Boolean,2025-12-29 10:29:17.594442,71,-69,Active
IOT-089,Temperature,Warehouse,1,38.76,Boolean,2026-01-10 05:29:17.594447,36,-89,Active
IOT-074,Pressure,Building A,1,76.96,Boolean,2025-12-22 15:29:17.594451,18,-43,Active
IOT-078,Temperature,Building C,2,27.06,Celsius,2026-01-02 06:29:17.594456,83,-38,Active
IOT-026,Motion,Building A,4,49.76,Celsius,2026-01-02 13:29:17.594460,47,-36,Active
IOT-083,Motion,Building B,3,24.9,Boolean,2025-12-26 11:29:17.594465,10,-90,Error
IOT-030,Pressure,Building C,1,15.21,Percent,2025-12-21 10:29:17.594469,12,-37,Active
IOT-012,Motion,Warehouse,7,67.12,Celsius,2025-12-21 16:29:17.594474,43,-51,Warning
IOT-031,Temperature,Building B,4,55.88,Percent,2026-01-05 05:29:17.594478,64,-52,Warning
IOT-082,Pressure,Warehouse,1,50.41,Celsius,2026-01-09 00:29:17.594483,45,-81,Active
IOT-002,Motion,Building B,6,21.69,Pascal,2025-12-15 19:29:17.594487,42,-35,Active
IOT-078,Temperature,Building C,6,65.0,Pascal,2025-12-20 07:29:17.594492,53,-79,Active
IOT-020,Pressure,Building C,1,81.3,Pascal,2026-01-13 03:29:17.594496,57,-54,Active
IOT-058,Motion,Building A,7,20.72,Celsius,2025-12-18 07:29:17.594501,54,-45,Active
IOT-020,Humidity,Warehouse,8,50.14,Percent,2025-12-31 09:29:17.594505,76,-74,Active
IOT-034,Pressure,Warehouse,5,41.48,Celsius,2026-01-02 13:29:17.594510,61,-88,Active
IOT-060,Pressure,Building C,10,90.81,Pascal,2025-12-30 05:29:17.594514,40,-70,Active
IOT-034,Humidity,Building A,7,37.33,Celsius,2026-01-09 15:29:17.594519,15,-79,Active
IOT-037,Motion,Building A,8,95.26,Pascal,2026-01-08 08:29:17.594523,25,-32,Active
IOT-067,Pressure,Warehouse,7,85.41,Pascal,2026-01-06 15:29:17.594528,52,-43,Active
IOT-099,Temperature,Building C,3,23.51,Percent,2025-12-23 22:29:17.594532,86,-64,Active
IOT-097,Motion,Warehouse,10,55.85,Boolean,2026-01-08 03:29:17.594537,74,-76,Active
IOT-019,Pressure,Building C,10,70.17,Pascal,2025-12-16 21:29:17.594541,55,-54,Active
IOT-095,Temperature,Warehouse,2,65.41,Percent,2026-01-12 18:29:17.594551,69,-46,Active
IOT-052,Humidity,Building C,9,72.73,Boolean,2026-01-09 12:29:17.594555,63,-50,Active
IOT-044,Temperature,Building A,5,51.24,Celsius,2025-12-21 21:29:17.594560,18,-88,Active
IOT-086,Motion,Building A,9,91.9,Boolean,2026-01-03 15:29:17.594564,95,-86,Active
IOT-027,Humidity,Warehouse,4,37.98,Boolean,2026-01-08 09:29:17.594569,59,-57,Active
IOT-038,Temperature,Building A,1,23.0,Percent,2025-12-20 01:29:17.594573,43,-57,Active
IOT-092,Motion,Warehouse,8,98.13,Percent,2026-01-02 00:29:17.594578,62,-70,Active
IOT-021,Humidity,Building A,5,70.42,Pascal,2025-12-16 08:29:17.594582,74,-78,Warning
IOT-084,Motion,Warehouse,4,71.03,Boolean,2026-01-10 04:29:17.594586,46,-66,Active
IOT-038,Pressure,Building A,9,84.49,Pascal,2026-01-11 14:29:17.594591,32,-77,Active
IOT-013,Motion,Building C,9,50.82,Percent,2026-01-09 05:29:17.594595,27,-73,Active
IOT-093,Temperature,Building A,2,47.83,Pascal,2025-12-25 09:29:17.594600,21,-35,Active
IOT-021,Motion,Building C,1,95.68,Boolean,2025-12-24 01:29:17.594604,14,-46,Active
IOT-042,Motion,Building A,8,47.88,Celsius,2026-01-13 10:29:17.594609,29,-88,Active
IOT-097,Humidity,Building A,9,21.67,Celsius,2026-01-08 07:29:17.594613,92,-88,Active
IOT-096,Motion,Building C,4,41.17,Pascal,2025-12-16 10:29:17.594618,64,-46,Active
IOT-048,Motion,Building B,1,89.25,Percent,2025-12-21 06:29:17.594622,75,-59,Active
IOT-046,Pressure,Warehouse,7,23.07,Celsius,2026-01-04 07:29:17.594627,13,-45,Active
IOT-092,Pressure,Building B,5,75.92,Boolean,2025-12-23 01:29:17.594631,36,-73,Warning
IOT-078,Humidity,Building A,5,37.64,Percent,2025-12-23 15:29:17.594636,81,-59,Active
IOT-057,Humidity,Warehouse,5,78.39,Celsius,2025-12-25 16:29:17.594640,43,-59,Active
IOT-052,Temperature,Warehouse,10,58.74,Boolean,2026-01-04 18:29:17.594645,80,-55,Warning
IOT-022,Humidity,Warehouse,9,69.11,Celsius,2025-12-19 06:29:17.594649,38,-47,Active
IOT-098,Motion,Warehouse,7,35.67,Pascal,2026-01-10 12:29:17.594654,49,-62,Active
IOT-017,Pressure,Building C,2,29.29,Boolean,2026-01-08 10:29:17.594658,91,-52,Error
IOT-097,Humidity,Building B,10,20.38,Pascal,2026-01-12 06:29:17.594663,64,-54,Active
IOT-097,Temperature,Building B,9,85.17,Boolean,2026-01-03 14:29:17.594667,67,-56,Active
IOT-026,Motion,Building C,4,75.39,Percent,2026-01-11 19:29:17.594671,50,-64,Warning
IOT-039,Temperature,Building B,5,39.93,Pascal,2026-01-06 07:29:17.594676,20,-51,Active
IOT-071,Temperature,Building A,2,86.14,Pascal,2026-01-07 05:29:17.594680,81,-67,Active
IOT-063,Temperature,Warehouse,3,85.86,Boolean,2025-12-18 08:29:17.594685,75,-35,Active
IOT-089,Temperature,Building A,5,26.71,Pascal,2026-01-01 15:29:17.594689,82,-55,Active
IOT-051,Motion,Building A,1,75.66,Boolean,2026-01-07 14:29:17.594694,50,-56,Active
IOT-030,Motion,Building B,1,39.84,Celsius,2025-12-30 19:29:17.594698,15,-51,Active
IOT-041,Temperature,Building C,1,54.71,Boolean,2025-12-31 15:29:17.594702,73,-85,Active
IOT-033,Motion,Building C,7,51.56,Percent,2026-01-04 04:29:17.594707,38,-84,Active
IOT-050,Humidity,Building A,10,66.02,Percent,2025-12-31 18:29:17.594711,23,-77,Active
IOT-063,Motion,Warehouse,4,44.51,Boolean,2025-12-29 16:29:17.594716,88,-74,Error
IOT-039,Motion,Building A,4,21.23,Boolean,2025-12-18 06:29:17.594720,60,-64,Active
IOT-028,Temperature,Warehouse,3,72.18,Percent,2025-12-30 04:29:17.594725,56,-49,Active
IOT-018,Motion,Warehouse,2,96.65,Pascal,2025-12-25 00:29:17.594729,57,-47,Active
IOT-074,Humidity,Building A,4,71.77,Percent,2026-01-11 18:29:17.594734,56,-85,Active
IOT-059,Motion,Building A,2,60.87,Percent,2025-12-21 13:29:17.594738,14,-88,Active
IOT-066,Humidity,Building B,7,28.91,Celsius,2025-12-24 23:29:17.594742,84,-52,Active
IOT-043,Motion,Warehouse,10,68.14,Boolean,2025-12-20 20:29:17.594747,96,-56,Active
IOT-078,Pressure,Building A,6,66.94,Percent,2025-12-17 15:29:17.594768,27,-89,Active
IOT-013,Motion,Building B,6,67.59,Pascal,2025-12-23 22:29:17.594780,83,-72,Active
IOT-001,Humidity,Warehouse,2,90.85,Celsius,2026-01-11 13:29:17.594785,56,-49,Active
IOT-032,Humidity,Building A,5,75.89,Celsius,2026-01-09 08:29:17.594790,94,-68,Active
IOT-089,Humidity,Warehouse,10,81.59,Celsius,2025-12-15 19:29:17.594795,79,-74,Active
IOT-010,Temperature,Warehouse,8,41.63,Boolean,2026-01-03 00:29:17.594799,85,-82,Active
IOT-015,Humidity,Building C,2,37.98,Percent,2025-12-24 21:29:17.594804,15,-51,Active
IOT-093,Motion,Building B,8,32.58,Boolean,2026-01-05 22:29:17.594808,21,-82,Active
IOT-017,Pressure,Building C,9,81.16,Celsius,2025-12-27 04:29:17.594813,11,-56,Active
IOT-063,Humidity,Building C,3,74.38,Celsius,2025-12-20 17:29:17.594817,86,-82,Active
IOT-054,Temperature,Building C,4,44.08,Celsius,2025-12-16 14:29:17.594821,85,-79,Active
IOT-023,Motion,Building A,8,26.99,Percent,2025-12-28 08:29:17.594826,12,-88,Active
IOT-071,Humidity,Building C,2,86.97,Celsius,2025-12-15 08:29:17.594830,34,-54,Active
IOT-050,Temperature,Building C,2,47.66,Percent,2026-01-09 21:29:17.594835,33,-70,Active
IOT-059,Temperature,Warehouse,1,31.13,Boolean,2025-12-21 17:29:17.594839,72,-34,Active
IOT-036,Temperature,Building C,2,27.27,Pascal,2025-12-19 14:29:17.594844,55,-63,Active
IOT-006,Humidity,Warehouse,9,93.17,Boolean,2026-01-13 10:29:17.594848,42,-58,Active
IOT-066,Humidity,Building B,5,26.06,Boolean,2026-01-06 23:29:17.594853,80,-57,Active
IOT-032,Humidity,Warehouse,4,45.57,Percent,2025-12-24 09:29:17.594857,20,-48,Active
IOT-053,Pressure,Building A,2,68.74,Boolean,2025-12-17 08:29:17.594862,15,-69,Active
IOT-069,Pressure,Building C,2,49.69,Pascal,2025-12-31 00:29:17.594866,98,-54,Warning
IOT-083,Motion,Building A,6,55.58,Pascal,2026-01-01 19:29:17.594871,59,-31,Active
IOT-002,Motion,Building B,7,83.22,Pascal,2026-01-09 19:29:17.594875,78,-61,Active
IOT-043,Temperature,Building A,4,99.93,Boolean,2026-01-06 22:29:17.594880,85,-60,Active
IOT-087,Pressure,Warehouse,7,54.71,Celsius,2025-12-24 08:29:17.594884,94,-75,Active
IOT-040,Humidity,Building C,1,47.2,Percent,2025-12-22 17:29:17.594889,73,-39,Active
IOT-068,Motion,Warehouse,8,49.57,Percent,2025-12-15 06:29:17.594893,81,-56,Active
IOT-004,Humidity,Building A,3,46.37,Celsius,2025-12-17 16:29:17.594898,71,-90,Active
IOT-075,Humidity,Warehouse,7,55.27,Percent,2026-01-05 23:29:17.594902,88,-82,Active
IOT-046,Pressure,Building A,7,43.31,Boolean,2026-01-04 02:29:17.594907,66,-90,Active
IOT-020,Motion,Building A,3,54.32,Celsius,2026-01-04 03:29:17.594911,26,-68,Active
IOT-014,Temperature,Building A,5,95.36,Celsius,2026-01-09 21:29:17.594916,79,-54,Active
IOT-099,Motion,Building A,2,39.33,Boolean,2025-12-20 14:29:17.594920,31,-73,Active
IOT-014,Motion,Building B,9,70.41,Boolean,2026-01-06 06:29:17.594924,32,-87,Error
IOT-049,Motion,Building C,5,56.39,Percent,2025-12-21 07:29:17.594929,55,-81,Warning
IOT-003,Pressure,Warehouse,4,77.25,Boolean,2026-01-09 03:29:17.594933,58,-64,Active
IOT-079,Motion,Warehouse,10,55.14,Pascal,2025-12-28 13:29:17.594938,79,-44,Error
IOT-021,Temperature,Warehouse,3,28.65,Pascal,2025-12-15 17:29:17.594942,29,-89,Active
IOT-061,Motion,Building A,1,89.16,Boolean,2026-01-11 05:29:17.594947,35,-36,Active
IOT-002,Humidity,Building A,7,72.44,Pascal,2026-01-11 09:29:17.594951,72,-87,Active
IOT-021,Temperature,Building C,3,59.7,Celsius,2026-01-04 23:29:17.594956,28,-51,Active
IOT-010,Motion,Building C,10,85.64,Pascal,2025-12-23 22:29:17.594960,13,-58,Active
IOT-091,Pressure,Building C,1,97.98,Celsius,2026-01-10 17:29:17.594965,81,-50,Active
IOT-019,Pressure,Warehouse,10,49.8,Celsius,2025-12-25 01:29:17.594969,65,-83,Active
IOT-053,Pressure,Building C,10,45.01,Pascal,2026-01-01 01:29:17.594974,44,-76,Error
IOT-076,Humidity,Building A,8,79.06,Boolean,2026-01-12 02:29:17.594997,52,-84,Active
IOT-049,Humidity,Building C,8,53.64,Pascal,2025-12-31 22:29:17.595008,93,-45,Active
IOT-080,Pressure,Building B,3,22.29,Celsius,2025-12-30 08:29:17.595013,60,-61,Active
IOT-008,Humidity,Building A,10,45.13,Boolean,2026-01-12 23:29:17.595035,35,-46,Active
IOT-057,Motion,Building B,3,83.73,Celsius,2025-12-17 09:29:17.595047,57,-67,Warning
IOT-089,Motion,Building C,2,75.07,Pascal,2025-12-29 23:29:17.595054,41,-71,Active
IOT-024,Pressure,Building B,8,88.34,Percent,2025-12-20 09:29:17.595059,31,-36,Active
IOT-047,Temperature,Building A,9,27.46,Boolean,2025-12-28 09:29:17.595064,60,-86,Active
IOT-082,Motion,Warehouse,4,35.73,Celsius,2025-12-31 19:29:17.595068,41,-84,Warning
IOT-021,Temperature,Building A,4,33.25,Boolean,2026-01-10 05:29:17.595073,93,-54,Error
IOT-008,Humidity,Building A,5,97.56,Celsius,2025-12-16 07:29:17.595078,23,-89,Active
IOT-019,Humidity,Building A,3,29.36,Pascal,2026-01-03 12:29:17.595082,85,-33,Active
IOT-030,Motion,Building B,5,65.82,Pascal,2025-12-18 02:29:17.595087,10,-81,Active
IOT-091,Motion,Building A,4,68.8,Pascal,2026-01-10 09:29:17.595091,52,-78,Active
IOT-026,Humidity,Building A,8,67.61,Celsius,2026-01-11 00:29:17.595096,32,-70,Active
IOT-020,Humidity,Building A,5,73.79,Pascal,2025-12-31 08:29:17.595100,37,-88,Error
IOT-078,Temperature,Building C,7,56.13,Percent,2026-01-06 19:29:17.595105,31,-38,Active
IOT-097,Motion,Building B,4,22.11,Percent,2025-12-27 07:29:17.595109,58,-77,Active
IOT-073,Pressure,Building C,2,74.61,Pascal,2026-01-13 20:29:17.595113,19,-38,Active
IOT-087,Pressure,Building A,8,38.89,Celsius,2025-12-25 09:29:17.595118,70,-75,Warning
IOT-045,Humidity,Building C,4,21.45,Pascal,2025-12-23 07:29:17.595122,45,-37,Active
IOT-064,Pressure,Warehouse,9,29.43,Pascal,2025-12-23 13:29:17.595127,98,-83,Active
IOT-030,Humidity,Building A,6,39.41,Celsius,2025-12-17 23:29:17.595131,41,-67,Active
IOT-053,Pressure,Building C,8,51.76,Percent,2026-01-13 13:29:17.595136,32,-77,Active
IOT-050,Humidity,Building A,9,88.21,Percent,2025-12-25 05:29:17.595140,92,-41,Active
IOT-062,Humidity,Warehouse,9,60.6,Celsius,2025-12-21 14:29:17.595145,55,-85,Active
IOT-042,Pressure,Building A,9,55.12,Pascal,2025-12-15 01:29:17.595149,26,-67,Active
IOT-028,Motion,Building A,7,31.26,Pascal,2026-01-09 23:29:17.595154,62,-62,Active
IOT-058,Humidity,Building C,3,96.54,Celsius,2025-12-31 18:29:17.595158,61,-65,Warning
IOT-031,Pressure,Building A,8,92.22,Percent,2026-01-08 20:29:17.595163,59,-57,Active
